Attaching to listo429c_nextcl_1, listo429c_dd_1, listo429c_me_1, listo429c_listoa_1, listo429c_pgcouch_1, listo429c_adminer_1, listo429c_listo429c_1, listo429c_sqlpad_1, listo429c_maria_1, listo429c_couchdb_1, listo429c_postgres_1, listo429c_pgadmin_1, listo429c_maintapp_1, listo429c_vpv445gb_1
[36madminer_1    |[0m 2020-04-11T04:09:15.195606615Z [Sat Apr 11 04:09:15 2020] PHP 7.4.4 Development Server (http://[::]:8080) started
[33mcouchdb_1    |[0m 2020-04-16T17:57:58.440407109Z [notice] 2020-04-16T17:57:58.439663Z nonode@nohost <0.20779.251> dd40c1349b couch.d.jgleba.com 172.27.0.254 usera GET /postsdb/_changes?feed=continuous&style=all_docs&since=%221058-g1AAAAIjeJyV0LsNwjAQBmCLIEHDDDBCXlbsimwCPjtRFIFdQEFF0lBBwwSwCWwCmwQ_UkVCcpr_pNPdV_w7hNC8CgRaSCWVKHKpKnU47vR6whAsu66rq4C1e72YZZzikibD4z_vsNIJ6164WyEmgosS-wq5ETa9cLNCCgVEReorbI3Q9EJjBcCYkTD2FORUJ2r10MjDKFerhEREEfftwilPp7yMcrEK5TRLKR2lvJ3yMcrZdUISTCEcpXydYns5WSUiGETMhj_1D54bq4w%22&timeout=10000 200 ok 10005
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:26.137943675Z NOTE: Configuring authentication for SERVER mode.
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:26.138815375Z 
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:28.106756465Z [2020-04-11 04:09:28 +0000] [1] [INFO] Starting gunicorn 19.9.0
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:28.107545107Z [2020-04-11 04:09:28 +0000] [1] [INFO] Listening at: http://[::]:80 (1)
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:28.107558286Z [2020-04-11 04:09:28 +0000] [1] [INFO] Using worker: threads
[34;1mpgadmin_1    |[0m 2020-04-11T04:09:28.112959517Z [2020-04-11 04:09:28 +0000] [87] [INFO] Booting worker with pid: 87
[34;1mpgadmin_1    |[0m 2020-04-11T13:33:10.195110659Z [2020-04-11 13:33:10 +0000] [1] [INFO] Handling signal: term
[34;1mpgadmin_1    |[0m 2020-04-11T13:33:11.353392803Z [2020-04-11 13:33:11 +0000] [87] [INFO] Worker exiting (pid: 87)
[34;1mpgadmin_1    |[0m 2020-04-11T13:33:12.693439921Z [2020-04-11 13:33:12 +0000] [1] [INFO] Shutting down: Master
[34;1mpgadmin_1    |[0m 2020-04-11T13:34:27.449865487Z [2020-04-11 13:34:27 +0000] [1] [INFO] Starting gunicorn 19.9.0
[34;1mpgadmin_1    |[0m 2020-04-11T13:34:27.450332454Z [2020-04-11 13:34:27 +0000] [1] [INFO] Listening at: http://[::]:80 (1)
[34;1mpgadmin_1    |[0m 2020-04-11T13:34:27.450440921Z [2020-04-11 13:34:27 +0000] [1] [INFO] Using worker: threads
[34;1mpgadmin_1    |[0m 2020-04-11T13:34:27.465079045Z [2020-04-11 13:34:27 +0000] [82] [INFO] Booting worker with pid: 82
[34;1mpgadmin_1    |[0m 2020-04-12T01:17:31.556781762Z [2020-04-12 01:17:31 +0000] [1] [INFO] Handling signal: term
[34;1mpgadmin_1    |[0m 2020-04-12T01:25:39.501550285Z [2020-04-12 01:25:39 +0000] [1] [INFO] Starting gunicorn 19.9.0
[34;1mpgadmin_1    |[0m 2020-04-12T01:25:39.502246128Z [2020-04-12 01:25:39 +0000] [1] [INFO] Listening at: http://[::]:80 (1)
[34;1mpgadmin_1    |[0m 2020-04-12T01:25:39.502394058Z [2020-04-12 01:25:39 +0000] [1] [INFO] Using worker: threads
[34;1mpgadmin_1    |[0m 2020-04-12T01:25:39.508091017Z [2020-04-12 01:25:39 +0000] [80] [INFO] Booting worker with pid: 80
[32msqlpad_1     |[0m 2020-04-11T14:10:54.455141277Z {"level":30,"time":1586614254454,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":5,"method":"GET","url":"/static/js/2.9256c872.chunk.js"},"res":{"statusCode":304},"responseTime":26,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.456127807Z {"level":30,"time":1586614254455,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":2,"method":"GET","url":"/javascripts/vendor/tauCharts/tauCharts.min.css"},"res":{"statusCode":304},"responseTime":30,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.691717384Z {"level":30,"time":1586614254691,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":7,"method":"GET","url":"/api/app"},"res":{"statusCode":200},"responseTime":6,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.892102790Z {"level":30,"time":1586614254891,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":8,"method":"GET","url":"/api/queries"},"res":{"statusCode":200},"responseTime":3,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.931237084Z {"level":30,"time":1586614254931,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":9,"method":"GET","url":"/api/connections/"},"res":{"statusCode":200},"responseTime":12,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.933255291Z {"level":30,"time":1586614254933,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":10,"method":"GET","url":"/api/tags"},"res":{"statusCode":200},"responseTime":13,"msg":"request completed","v":1}
[32msqlpad_1     |[0m 2020-04-11T14:10:54.934663186Z {"level":30,"time":1586614254934,"pid":1,"hostname":"b63ed42df236","name":"sqlpad-web","req":{"id":12,"method":"GET","url":"/images/favicon.ico"},"res":{"statusCode":304},"responseTime":14,"msg":"request completed","v":1}
[33mpostgres_1   |[0m 2020-04-11T04:09:15.230514196Z 
[33mpostgres_1   |[0m 2020-04-11T04:09:15.230744684Z PostgreSQL Database directory appears to contain a database; Skipping initialization
[33mpostgres_1   |[0m 2020-04-11T04:09:15.230753013Z 
[33mpostgres_1   |[0m 2020-04-11T04:09:15.551030489Z 2020-04-11 04:09:15.550 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
[33mpostgres_1   |[0m 2020-04-11T04:09:15.551054622Z 2020-04-11 04:09:15.550 UTC [1] LOG:  listening on IPv6 address "::", port 5432
[33mpostgres_1   |[0m 2020-04-11T04:09:15.556194843Z 2020-04-11 04:09:15.556 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
[33mpostgres_1   |[0m 2020-04-11T04:09:15.582308609Z 2020-04-11 04:09:15.582 UTC [25] LOG:  database system was shut down at 2020-04-11 04:06:49 UTC
[33mpostgres_1   |[0m 2020-04-11T04:09:15.638028416Z 2020-04-11 04:09:15.637 UTC [1] LOG:  database system is ready to accept connections
[33mpostgres_1   |[0m 2020-04-11T13:33:09.583442533Z 2020-04-11 13:33:09.583 UTC [1] LOG:  received smart shutdown request
[33mpostgres_1   |[0m 2020-04-11T13:33:09.935714230Z 2020-04-11 13:33:09.935 UTC [1] LOG:  background worker "logical replication launcher" (PID 31) exited with exit code 1
[33mpostgres_1   |[0m 2020-04-11T13:33:09.935938616Z 2020-04-11 13:33:09.935 UTC [26] LOG:  shutting down
[33mpostgres_1   |[0m 2020-04-11T13:33:11.215106454Z 2020-04-11 13:33:11.213 UTC [1] LOG:  database system is shut down
[33mpostgres_1   |[0m 2020-04-11T13:34:18.703842375Z 
[33mpostgres_1   |[0m 2020-04-11T13:34:18.704603801Z PostgreSQL Database directory appears to contain a database; Skipping initialization
[33mpostgres_1   |[0m 2020-04-11T13:34:18.704613982Z 
[33mpostgres_1   |[0m 2020-04-11T13:34:19.395903165Z 2020-04-11 13:34:19.395 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
[33mpostgres_1   |[0m 2020-04-11T13:34:19.395927382Z 2020-04-11 13:34:19.395 UTC [1] LOG:  listening on IPv6 address "::", port 5432
[33mpostgres_1   |[0m 2020-04-11T13:34:19.405514834Z 2020-04-11 13:34:19.405 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
[33mpostgres_1   |[0m 2020-04-11T13:34:19.473102543Z 2020-04-11 13:34:19.473 UTC [24] LOG:  database system was shut down at 2020-04-11 13:33:10 UTC
[33mpostgres_1   |[0m 2020-04-11T13:34:19.579215852Z 2020-04-11 13:34:19.579 UTC [1] LOG:  database system is ready to accept connections
[33mpostgres_1   |[0m 2020-04-11T14:16:02.467981830Z 2020-04-11 14:16:02.467 UTC [115] FATAL:  password authentication failed for user "dgleba@gmail.com"
[33mpostgres_1   |[0m 2020-04-11T14:16:02.468057875Z 2020-04-11 14:16:02.467 UTC [115] DETAIL:  Role "dgleba@gmail.com" does not exist.
[33mpostgres_1   |[0m 2020-04-11T14:16:02.468206037Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:16:24.647387175Z 2020-04-11 14:16:24.647 UTC [117] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:16:24.647433419Z 2020-04-11 14:16:24.647 UTC [117] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:16:24.647442917Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:30.711942535Z 2020-04-11 14:20:30.711 UTC [126] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:30.712145018Z 2020-04-11 14:20:30.711 UTC [126] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:30.712272453Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:33.713699368Z 2020-04-11 14:20:33.713 UTC [127] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:33.713769740Z 2020-04-11 14:20:33.713 UTC [127] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:33.713780243Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:34.386345159Z 2020-04-11 14:20:34.386 UTC [128] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:34.386386801Z 2020-04-11 14:20:34.386 UTC [128] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:34.386394809Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:34.890598640Z 2020-04-11 14:20:34.890 UTC [129] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:34.890639035Z 2020-04-11 14:20:34.890 UTC [129] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:34.890647080Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:35.352303511Z 2020-04-11 14:20:35.352 UTC [130] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:35.352345655Z 2020-04-11 14:20:35.352 UTC [130] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:35.352351169Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:35.768861797Z 2020-04-11 14:20:35.767 UTC [131] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:35.768913739Z 2020-04-11 14:20:35.767 UTC [131] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:35.768923677Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:36.217001816Z 2020-04-11 14:20:36.215 UTC [132] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:36.217063933Z 2020-04-11 14:20:36.215 UTC [132] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:36.217074786Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-11T14:20:36.645140453Z 2020-04-11 14:20:36.644 UTC [133] FATAL:  password authentication failed for user "postgres"
[33mpostgres_1   |[0m 2020-04-11T14:20:36.645184057Z 2020-04-11 14:20:36.644 UTC [133] DETAIL:  Password does not match for user "postgres".
[33mpostgres_1   |[0m 2020-04-11T14:20:36.645191631Z 	Connection matched pg_hba.conf line 95: "host all all all md5"
[33mpostgres_1   |[0m 2020-04-12T01:17:31.546966061Z 2020-04-12 01:17:31.475 UTC [94] FATAL:  terminating connection due to administrator command
[33mpostgres_1   |[0m 2020-04-12T01:17:31.657652626Z 2020-04-12 01:17:31.591 UTC [1] LOG:  background worker "logical replication launcher" (PID 30) exited with exit code 1
[33mpostgres_1   |[0m 2020-04-12T01:17:31.657671567Z 2020-04-12 01:17:31.591 UTC [1] LOG:  received smart shutdown request
[33mpostgres_1   |[0m 2020-04-12T01:25:44.495849854Z 
[33mpostgres_1   |[0m 2020-04-12T01:25:44.496339499Z PostgreSQL Database directory appears to contain a database; Skipping initialization
[33mpostgres_1   |[0m 2020-04-12T01:25:44.496349929Z 
[33mpostgres_1   |[0m 2020-04-12T01:25:44.825315480Z 2020-04-12 01:25:44.825 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
[33mpostgres_1   |[0m 2020-04-12T01:25:44.825401851Z 2020-04-12 01:25:44.825 UTC [1] LOG:  listening on IPv6 address "::", port 5432
[33mpostgres_1   |[0m 2020-04-12T01:25:44.830472846Z 2020-04-12 01:25:44.830 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
[33mpostgres_1   |[0m 2020-04-12T01:25:44.854516119Z 2020-04-12 01:25:44.854 UTC [25] LOG:  database system was shut down at 2020-04-12 01:17:31 UTC
[33mpostgres_1   |[0m 2020-04-12T01:25:44.887971582Z 2020-04-12 01:25:44.887 UTC [1] LOG:  database system is ready to accept connections
[36mpgcouch_1    |[0m 2020-04-16T15:10:04.201607112Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlJQDJpPr___9nJTLgUJPHAiQZDgApoLL7hNQ9gKgjaF4DRN18QuoWQNTtx60ukSFJHq-FSQ4gT8bjV6MAUmMPUZMFAEqpYvY","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:10:35.753755771Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T15:11:04.213861524Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuP251SQpAMsker1lJDiA18UTYdwBi331C6hog6ubjVpfIkCSP31EJIEfVQ9RkAQDkxWL2","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:12:04.227650223Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FCXpAAkk-zxqklkSJLHb4gDyJB4_GoSQGrq8aqBOPoAxNH3CalbAFG3n5C6Boi6-UB1WQDIXGL2","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:12:35.756001769Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T15:13:04.245498438Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuPyF1ByDq7hNS1wBRNx-3uiQHIJkUj9dtSQkgNfX41SiA1NjjVZPIkCQPUZAFAMuAYvY","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:14:04.257920947Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FCXlAAkk-rxqoGYdQBi1n08ZimAzLInwqwFELP2E1LXAFE3H4-dDiA74_HamciQJA9RkAUAN4ti9g","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:14:35.757737343Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T15:15:04.269914240Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuRAYeCPBYgyXAASAGV3cetLikBSCbV4zUryQGkJp4I-xog9s0npO4BRB1B8xZA1O3H4zYFkNvsIWZlAQDBymL2","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:16:04.281572514Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FCXlAAkk-rxqoGYdQBi1n1C6hZA1O0npK4Bom4-HrcpgNxmj9_9DiA18XjVJDIkyUMUZAEAIvNi9g","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:16:35.759750656Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T15:17:04.298218198Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1DRB18wmpWwBRtx-3uqQEIJlUj9dtSQ4gNfF41SQyJMnjN0QBZIg9RE0WAO4VYvY","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:18:04.310417410Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1CyDq9hNS1wBRNx-3uiQHIJkUj9dtSQogNfb41SSA1NTjVZPIkCQPUZAFAMOAYvY","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:18:35.761756374Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T15:19:04.322404073Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FCX5AAkk-LxqoGYdQBi1n1C6hZA1O0npK4Bom4-HrclgNxWj9_9CiA19njVJDIkyUMUZAEABPNi9g","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:20:04.335014080Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhnwqnsAUfefkLoGiLr5hNQtgKjbj1tdUgKQTKrHa2eSAkiNPX41DiA18XjVJDIkyUMUZAEAwYBi9g","update_seq":"1054-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYjVedQ8g6oDuK88CANLUZxQ","sizes":{"file":1447497,"external":439461,"active":620089},"other":{"data_size":439461},"doc_del_count":114,"doc_count":883,"disk_size":1447497,"disk_format_version":7,"data_size":620089,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T15:20:35.763740449Z poststbl: Checkpoint 1053 is current next check in: 120 seconds
[33mcouchdb_1    |[0m 2020-04-16T17:58:02.383188577Z [error] 2020-04-16T17:58:02.382612Z nonode@nohost <0.21043.251> 5726b3a281 req_err(1125717067) unknown_error : normal
[33mcouchdb_1    |[0m 2020-04-16T17:58:02.383223167Z     [<<"chttpd:catch_error/3 L356">>,<<"chttpd:handle_req_after_auth/2 L322">>,<<"chttpd:process_request/1 L303">>,<<"chttpd:handle_request_int/1 L243">>,<<"mochiweb_http:headers/6 L128">>,<<"proc_lib:init_p_do_apply/3 L247">>]
[33mcouchdb_1    |[0m 2020-04-16T17:58:02.400648210Z [notice] 2020-04-16T17:58:02.399818Z nonode@nohost <0.24749.251> 49b965025d 172.27.0.30:6212 172.21.0.1 usera GET //postsdb 200 ok 2
[33mcouchdb_1    |[0m 2020-04-16T17:58:08.454511837Z [notice] 2020-04-16T17:58:08.453806Z nonode@nohost <0.24818.251> 5a3808b112 couch.d.jgleba.com 172.27.0.254 usera GET /postsdb/_changes?feed=continuous&style=all_docs&since=%221058-g1AAAAIjeJyV0LsNwjAQBmCLIEHDDDBCXlbsimwCPjtRFIFdQEFF0lBBwwSwCWwCmwQ_UkVCcpr_pNPdV_w7hNC8CgRaSCWVKHKpKnU47vR6whAsu66rq4C1e72YZZzikibD4z_vsNIJ6164WyEmgosS-wq5ETa9cLNCCgVEReorbI3Q9EJjBcCYkTD2FORUJ2r10MjDKFerhEREEfftwilPp7yMcrEK5TRLKR2lvJ3yMcrZdUISTCEcpXydYns5WSUiGETMhj_1D54bq4w%22&timeout=10000 200 ok 10004
